2217453	2217454	2217451	2217452																																																																				
2217453	2217454	2217451	2217452																																																																				
135359	380393	298112	181025	393243																																																																			
392819	8659	157585	262522	201055	361101																																																																		
306104	81941	18602	393035	352109	119063	276338	145958																																																																
206273	239436	212024	1130884	4568	187843	139531	2108488	20320	204596	1211567																																																													
357643	657787	848393	660928	2203572																																																																			
356984	376926	360031																																																																					
356984	376926	360031																																																																					
374101	396223	393682																																																																					
390726	1192499	132324	263100	363644																																																																			
1164787	392017	391888	138617																																																																				
208299	147629	311368	48409	255229																																																																			
1102098	108335	272175	1915382																																																																				
139703	58513	306809	19459	352304	185354	38249																																																																	
17032	68048	374101																																																																					
52017	156385	110313	227150	372539	358566																																																																		
390485	386894	1164911																																																																					
392017	391888	184241	1114033																																																																				
356984	376926	360031	1321																																																																				
375855	375924	374555	361375	358950																																																																			
190744	185569	358583	392186	294886	257518	2150803	126076	171190	1372060																																																														
2203573	2203574	2203575	2203576	2203577	2203578	2203579	2203580	2203581	1962224	2203580	2276397	1962221	2276400	2276401	2276402	2276403	2276404	2276405	678282	2276406	2276408	411257	209413	411298	411262	396808	391846	371594	398305	613907	384231	632097	264914	1142096	641385	443527																																			
356984	376926	360031																																																																					
377050	16643	130172	43851	308098	401388	388477																																																																	
231434	286783	274852	324086	89769	485119	361560																																																																	
156385	110313	43123	367514																																																																				
381992	122975	343048	409583	184312	618980	365434	643519	1190997	398339	61261	51878	45991	281214	125771	742291																																																								
130341	205939	367167																																																																					
195946	29598	239436	96509	944522	287261	111873	226774	177787	154454	1101258	253725	609657	206273																																																										
814409	814408	340367	18602	230004	2337431	191515																																																																	
317225	250332	324512	250332	395809																																																																			
920290	1164775	1192439	383336																																																																				
1328777	84012	374101																																																																					
356984	376926	360031	89769																																																																				
1192448	1164787	1101335	384917																																																																				
67992	1101327	1392961	1392960																																																																				
2214295	879064	269820	87377	640126	97707	44791																																																																	
1080186	13578	279207	359203	201227	119451	324086	176758	12930	219130	68227	23476	387191	120347																																																										
16497	923229	171190	19780	180958	184369	375317	1086172	1086173	1422033																																																														
366109	76283	200038	36062	281610	297353	205427	304902	391857																																																															
372539	230004	287164	286457																																																																				
219521	128827	36768	362941	47804	1720430	1340255	1340254	105594	75820	336712																																																													
295663	396795	255229	1017043																																																																				
334956	1114834	91849	75783	41270	6649	357643	375582	104527																																																															
1147851	61210	231434	76182	388082	388746	361415	379553	357344	396342	89769	391835	359287	160922	392028	108775	274852	286783																																																						
1334256	1132631	1713290	1713293																																																																				
717669	71795	1017138	202244	323985	354111	1077230																																																																	
403460	305282	25129	264070	371851	1192534	644774	928351	644582																																																															
378185	1118775	366724	848441																																																																				
225316	48365	59313	943095	1117760																																																																			
17032	68048	374101																																																																					
156385	110313	43123	52017																																																																				
110313	156385	376286	113039	91849																																																																			
219130	264688	291236	396342	348202																																																																			
2140791	1672015	1672017	391857																																																																				
383599	381992	366647																																																																					
333128	102679																																																																						
156385	110313	367514	358375																																																																				
660927	1117760	72860	147475																																																																				
2140791	1672015	1672017	391857																																																																				
383599	381992	366647																																																																					
2140791	1672015	1672017	391857	393069																																																																			
361263	377792	1192401	367549																																																																				
2140791	1672015	1672017	393069	391857																																																																			
1328777	84012	17032	709721	708440	489489	708441	708443	708445	145327	732350	2320629	391680																																																											
97077	155912	385954	203909	46071																																																																			
13621	383371	32895	1101320	1400582																																																																			
283992	400067	780493	1016717	358075																																																																			
239436	103926	284251	278381	201055	18602	372539	287164	186171	205427	366109	386536	358424	89769	5307	814410	1190168																																																							
43261	10780	1076394	4847	922615																																																																			
149408	392819	207762	386536	358424	375744																																																																		
386536	358424	375744	89769																																																																				
186171	284251	149408	306104	780493	89769	1190168	386536	358424	375744																																																														
392721	397178	214598	263307																																																																				
48365	355027	59313	54996																																																																				
36062	133911	1101329	364695																																																																				
362563	125890	70298	189778	160922																																																																			
1328777	374101	364846	382445																																																																				
2140791	1672015	1672017	393069	391857																																																																			
120527	277189	181265	709721	708440	489489	708441	708443	708445	145327	732350	2320629	405362	405363	97766	153200	2625149	12953	1131054	349093	1080176	2625163	950606	678330	614888	149559	252383	314670																																												
120527	277189	181265	709721	708440	489489	708441	708443	708445	145327	732350	2320629	405362	405363	97766	153200	2625149	12953	1131054	349093	1080176	2625163	950606	678330	614888																																															
2140791	1672015	1672017	393069	391857																																																																			
769984	399817	488477	391857																																																																				
255500	148513	394165	255500	391857																																																																			
84012	660927	660928	181233	375555																																																																			
1192463	358363	112412	1344967	282185																																																																			
346695	201055	110313	156385	227150	230004	365648	9006	333835																																																															
1729940	185422	247027	108893	320446	47836	1337134	410659	1734466																																																															
1055194	1456045	199158	262522	157585																																																																			
366784	364066	385447	83173	316018	45296	42682	63552	263868	879141	154181	208578	120527	21588	281522	23023	315149	398302	130600																																																					
1265116	1617754	2586559																																																																					
222340	422465	717669	384205	105390																																																																			
340126	176105	287164	130237																																																																				
354111	1399233	356984	376926	360031	120994	245818	195946	224612	9006																																																														
239574	245818	1321	204756	1588730																																																																			
406688	23538	372898	356984	376926	360031																																																																		
249966	295663	70012	396805	396806	104076	286438																																																																	
182313	43261	10780	70012	249966	396806	396805	104076	286438																																																															
304902	394165	899392	97707																																																																				
1094134	1082539	1082539	1102078	1164709																																																																			
43123	372539	110313	346695																																																																				
190358	354111	239436	1191005	2044048																																																																			
17032	68048	374101																																																																					
37253	350011	104529	3504	286949	59733	203209	322693	248158	273653																																																														
1191001	678255	1101424	283992	1101267	195946																																																																		
1127996	286457	230004	1190988	1223852																																																																			
374101	868294	358353																																																																					
299450	49925	253725																																																																					
299450	49925	253725																																																																					
68048	374101	17032																																																																					
961092	405417	371198	397305	405416																																																																			
379019	59640	1058934																																																																					
276174	225316	125567	355949	276157																																																																			
390496	358951	390753																																																																					
944525	944526	944527																																																																					
468768	396396	394093	1594346	313533																																																																			
281978	107386	150879	204756																																																																				
48365	355027	59313	391216	54996																																																																			
138617	252112	950952	154454	209470																																																																			
475147	61215	475044	1423385																																																																				
29565	204500	113039	376286	91849	391857																																																																		
43123	372539	110313	346695																																																																				
392819	374101	262522																																																																					
914181	8140	225316	296188	276157	879141	916089	276174	174714	848275																																																														
951007	951242	950976	951064	951201	951060																																																																		
140604	254402	148922																																																																					
1590704	1147569	1147198	1915304	202578																																																																			
276174	225316	125567	355949	276157																																																																			
257518	294886	272351	383839																																																																				
398894	814410	272463	1018828	814422	277189	69731	106627																																																																
251547	1044436	1191006	205394	181233	375938																																																																		
391879	89769	180958	868058	385879	1399260	1399261																																																																	
61210	374000	161697																																																																					
738667	194170	879125	254402	314958	135359	273323	398895	131296	3547	391216	1114033	764669																																																											
228510	305367	382452																																																																					
195946	391564	375287	258569	176411																																																																			
467183	1138	396342	363644																																																																				
2210075	422614	2586527	173469	2210310	304902	615277	371656	364783																																																															
738667	194170	879125	254402	314958	135359	273323	398895	131296	3547	391216	1114033	764669																																																											
2625618	2625620	2625621	1628201	2625622																																																																			
317009	356073	109563	263055	175527	58513	245715	251572	276534	306809																																																														
375772	380057	660927	660928																																																																				
228569	188856	45873	713159																																																																				
221631	322045	39451	848856																																																																				
154454	226774	1348511																																																																					
340269	138032	396383	97707	61215	340367	391857	393069																																																																
352109	209470	1191007	396342																																																																				
392186	1190957	78384	171190																																																																				
56776	176484	89769	354111	97707	61215	386536	358424	375744	364695																																																														
108335	272175	31378	387718																																																																				
1622038	1621041	1624406	1624407	1624405	1622195	1622199	1622191	1626643	1622110	1623761	1945683	1629089	1628187	1628762	1628766	2253361	1622770	2625544	2625547	2625542	2625543	2625541	2625537	2625546	2625540	2625538																																													
2586518	2625241	2586519	2586527																																																																				
296188	276157	8140	225316																																																																				
1948456	416707	207753	716439	219808																																																																			
393766	361063	391848	396705	392352	745223	205877	246169	740320																																																															
3922	280718	1145770	2277788																																																																				
383599	381992	366647	380010	354111																																																																			
182313	43261	10780	396806	396805	104076	286438																																																																	
392017	391888	393929	184241	193832																																																																			
123462	16643	103926	106685	260033	69677																																																																		
391079	380057	390485	372898	172783	17057	2083394																																																																	
276174	172725	191091	312815	340953	1019																																																																		
657912	383599	381992																																																																					
909169	176411	1101286	475157																																																																				
863467	487008	156523	394262	71959	941721																																																																		
102601	657893	331435	240490	1164787	253725																																																																		
356984	376926	360031	358375																																																																				
2277559	863460	879141	424207	2150781																																																																			
187816	362439	755597	405462																																																																				
2277559	863460	879141	424207																																																																				
48365	59313	355027	1192426																																																																				
2277559	863460	879141	424207																																																																				
380010	149408	284251	1265218																																																																				
2151481	2150781	382490	355949	120922	125567	88618	1400583	1400564	868393																																																														
32873	306104	392705	284251																																																																				
188410	89769	378768	316603																																																																				
3547	316166	2029	479846																																																																				
1590704	1605984	149127	3547	173563	164230																																																																		
1101291	387778	387718	184241	365137																																																																			
608977	209470	201055	660927	1169289																																																																			
91849	1077230	383599	381992	366647	82140	208660	868058	156586																																																															
1629094	2253185	2145905	2253186	2138704	1620988	2253198	2253198	1623779	2253315	1621140	1623927	1626495	1627891	1627919	1628201	1628255	1628559	1628573	1628659	1628871	1628872	1629088	1629094	1629107	1651833	2138704																																													
295663	208299	147629	311368	48409	255229																																																																		
184241	102601	194626	1017138	222340																																																																			
52017	156385	110313	43123	227150	708441	708440	489494	489489	2320629	286457																																																													
1321	9006	5307	249378	8659	356984	376926	360031																																																																
872739	872732	475048	38020																																																																				
708442	291040	422465	393962																																																																				
863462	160922	394262	232561																																																																				
1176044	1176057																																																																						
865000	1423385	1702295	1704277	347368	367186	360740																																																																	
327710	226774	396395	205427	283992	89769	43851	287164	43123	372539																																																														
1117760	376286	113039	201371																																																																				
374101	342512	1101299																																																																					
104014	265532	306071	1629214	2131306																																																																			
362533	360143	201055	392017																																																																				
1164910	386536	358424																																																																					
386193	374555	364286	361950	390689	376410	390646	361669	108335	1672067																																																														
87798	112167	375744																																																																					
1592002	1592005	1591997	1591999	2620836	54923																																																																		
613854	74620	189594	384451																																																																				
255229	311368	392134	308098	123462	406688	193618	9114	360874	361263																																																														
263519	353827	137866	89769	103313	1369342	391857																																																																	
7656	202966	96509	143364																																																																				
1348511	226774	1164775	1164786																																																																				
367186	360740	374101																																																																					
342347	390718	1190988	660927	660928																																																																			
150876	296036	1690708	361505																																																																				
364695	380489	872739	1086172																																																																				
1690708	205154	221912	379532	196285																																																																			
406688	43851	130172	16643																																																																				
276174	225316	276157	296188	8140	879141																																																																		
1102106	351916	41100	204756	342032	372539																																																																		
386850	195820	195946	276338																																																																				
53421	163170	254402	314958																																																																				
352109	393035	393663	372898																																																																				
193832	17112	8414	175555	392019	2050																																																																		
1348468	274422	1265218	385561																																																																				
20069	304094	1045082	1045081	53074	151993																																																																		
1143898	1143896	1143897	2619750																																																																				
640126	72860	185422	57048																																																																				
357913	269875	2151477	1019	340953	396450	405413	354517	1145770	328595	609166	609167	180023	32895	137911	9653	292480	125567	48365	175320	161422	2151496	614860	59313	299450	148141																																														
475067	383599	381992																																																																					
375938	380057	346695	278381	201055	18602																																																																		
43123	110313	156385	52017	660928	660927																																																																		
254489	204756	41100	172488	324594																																																																			
61210	286783	84806	76182	391079	108775	104231	274852	206938	42454	71959	143072	1101291																																																											
331358	71338	274870	158099																																																																				
195679	195946	245818	96326	183221	185422	193618	226774																																																																
307577	89769	392017	306104	390290	125890	70298	157918	780493	352109	225262	360062	328886	17057	328564	287261	391888																																																							
383371	1191005	393114	103926	1321	119063	123462																																																																	
316166	225316	191091	296188	2029																																																																			
473831	913953	1133348	1086156																																																																				
185569	190744	294886	257518																																																																				
1111406	922616	959194	1064497	1170749																																																																			
222340	102601	1017138																																																																					
1434793	1254	251917	308617																																																																				
366109	130903	306104	1101326																																																																				
392017	193832	396395	138617	17112	185422	391888																																																																	
190744	185569	848300	922637	363644																																																																			
154484	366112	1372107	1701708	1372106	43489	661466	661465	1085968	1406153	630311	388219																																																												
24759	363041	270581	149179	212011	321243	780493	60867	195946																																																															
383666	393897	365853	396342	359287																																																																			
390795	272457	358080	171190																																																																				
383599	381992	89769	258569																																																																				
11081	17032	68048																																																																					
816396	278123	1947387	391857	393069	1400564																																																																		
357878	355420	188183	62938	304753	101230																																																																		
1348468	176484	245818	195946																																																																				
263100	732354	1251411	61215	97707																																																																			
769581	392718	500651	303243																																																																				
396275	397023	406841	399441																																																																				
206395	193832	252488	283992	195946	391436	193618	184241	185422	391888	392017																																																													
346722	189722	951375	367543	204257	171190																																																																		
43123	110313	814409	814408	103313	951375	355600	208660	660927																																																															
70298	358878	360062	324086	123892																																																																			
151757	155738	2210077	2625153																																																																				
681903	708434	29378	356984	376926	360031	392017	72860	360026																																																															
103926	284251	33334	185569																																																																				
342577	397357	125890	70298																																																																				
224612	33334	408225	1396949	1265218	1164911	393069	391857	1400565																																																															
392017	1348511	47155	252112	1164787																																																																			
391605	657783	219130	1400578	391857	393069																																																																		
763102	615225	467166	359																																																																				
225316	359287	1114407	2210077																																																																				
239574	190358	1147394	410371	391832	323532	239436	383371																																																																
7656	323532	96509	171663	1689273	202966																																																																		
1948538	207753	716439	219808																																																																				
108100	263593	32272	252249																																																																				
306104	1101321	30619	780493																																																																				
396496	392718	391857																																																																					
149408	284251	287467	392291	394257																																																																			
1398974	1397076	1399020	1399040	1397081	1397120	1399042	1397122	1397123	1397124	1397121	1399043	1397122	1397123	1397124	1398940	1399044	1399008	1398961	1398903	1397126	1398940	1397125	1397077	1398910	1397079																																														
1064459	1392127	397225	1392133																																																																				
74957	41725	74957	393138	69731																																																																			
227150	1138	660928	9006	189454	355425	814409																																																																	
89769	383599	381992																																																																					
74957	41725	74957	393138	69731																																																																			
189778	234904	383933	125890	70298	393974	246455																																																																	
43261	10780	1076394	4847	922615																																																																			
922628	922630	392017	391888																																																																				
396518	922628	922630	392017	391888																																																																			
19459	42210	251572	58513	245715																																																																			
709721	708440	489489	708441	708443	708445	145327	732350	2320629																																																															
135021	247027	364172	283879	360655																																																																			
80410	377215	377215	305132	67703	2586534																																																																		
41100	204756	342032	74005																																																																				
245818	130172	123462	195946	284251	16643	103926	119063	396795	82140	390795	230004	214556	33471	262522																																																									
84012	17032	68048	914181	1400583	391857																																																																		
173065	18034	266052																																																																					
135021	247027	364172	283879	391857	393069																																																																		
17768	118849	57709	200361	1265149																																																																			
350562	181280	287261	111873	180023	32895	245818	195946	16643	289088	123462	131627	286457	18602	278381	401388	1017138	119063	201055	346695	193618	354111																																																		
20617	39244	340269	396496																																																																				
88783	87406	2050	193624																																																																				
41725	74957	393138	69731																																																																				
1017740	251547	378074	391888	392017	392012	378837	87406	1192637	615232	230126																																																													
2044056	392015	392000	392017	391888	1164787	391857																																																																	
363041	106685	260033																																																																					
363041	287467	131296	149408	184241	393232	2104735																																																																	
2150801	396795	208299	147629	311368	48409	255229																																																																	
81941	86694	475158	2029	392718	682370	3547	499900	24187	1017740																																																														
2150316	1102073	391857	393069																																																																				
2150801	396795	208299	147629	311368	48409	255229																																																																	
1101918	281713	154576	61943	276157	397254	161422																																																																	
129464	238651	403508	404415	1958	1258790	736982																																																																	
959789	208845	277189	399008	311362	175440	731646	635497	626114	376774	51164	289491	737021	2619932	2619933	259577	1423360																																																							
959789	208845	277189	399008	311362	175440	731646	635497	626114	376774	51164	289491	737021	2619932	2619933	259577	1423360																																																							
2150781	31378	1019	340953	108335	272175	276157	8140	161422																																																															
393085	1145766	1145765	1145768																																																																				
763102	615225	467166	359																																																																				
227756	177765	235013	60867	168942	286003	36346	209417	248259	230013	149408	284251	661410	340329	1055585	265814	923228																																																							
123892	84012	146375	13205																																																																				
102601	5307	245818	392897	1017138	286457	110313	156385	201055																																																															
393035	352109	328564	81941	328886	17057	814409	195820	1190168	179949																																																														
307577	306104	814408	814410	176411																																																																			
137890	225316	1019	340953																																																																				
365028	387238	366339																																																																					
6649	75783	41270	374101																																																																				
208299	147629	311368	48409	255229	396805	396806	104076	286438																																																															
