207590	2.8	5.5	7.9	0.9
207997	34.5	18.5	7.5	19
208211	11	5	1	1
208671	8.8	6.5	0.5	0
208873	18	6	2	2
209055	6	6	6	5
209660	18	9.5	2	6.7
209712	17	6	2	2
209817	14	14	2.5	14.6
210085	4.8	3.5	1.9	0.2
210126	8.5	4.8	4	6
210506	3	26	2.8	13.2
68964	24	8	0.5	1
69144	7	5	1	0.9
69195	21	12	1	0.3
69591	36	14	9	12
69637	31.5	8	23	22
69780	4.3	3.9	1.2	0.1
69974	8	6	1.5	2
70017	18	11	2	3
70074	12	6	6	3
70439	6.3	4	2	1.6
71061	6.8	2.9	2	0.6
71283	24	8	0.5	1
71338	3	1.5	1	0
71462	10	6	0.5	0.9
71463	5	3.5	9.6	1.5
71659	2.5	6	2	1
71803	14	14	5	19.4
72190	15	15	6	30
73047	8	10	8	2
73093	6	4	0.6	0.2
73614	12	7	2	3
74071	6	4	0.8	0.6
74669	49	7	15	16
74807	15	15	6	28
75254	18	4	4	5.5
75913	4	3.5	5.4	1.3
76124	6	6	4	1
76173	14	14	5	19.4
76574	24	8	0.5	1
76605	1.4	5.3	7.2	0.4
76617	15	15	6	12
78072	14	14	1.9	30.6
78203	22	13	10	18
79011	4	3.5	5.4	1.3
79071	17.3	8	0.3	1
79152	7	5	0.8	0.8
79185	1.3	3.8	5.5	0.2
79216	44	8	18	10
79416	11.4	21.3	0.8	1.5
79462	17	17	11	42
79589	24	8	0.5	1
79757	1	3	3	1
79906	3	3	1	1
79926	12	6	4	4
80009	6.3	4	2	1.6
80063	10	7	2.3	0.9
80949	14.3	8.5	5.5	8.5
81139	8	8	0.8	0.8
81445	2.3	2.3	3.8	0.4
82397	2.3	2.3	3.8	0.2
82591	7.7	1.8	13.6	0.9
82980	5.3	5.3	5.3	0.8
83259	7.7	1.8	13.6	1.2
83378	12	17	5.8	20.2
83694	5	3.5	9.6	3.4
83959	8	6	4	0.6
84404	1	7	1	0.5
157572	17	6	0.3	1
157738	4.3	6.5	13	1.5
158105	14	14	5	18.5
158986	8.5	4	3.4	5.3
159559	12.5	12.5	2	4.4
159800	12.5	12.5	2	4.9
160108	17	11	11	20
160358	14	14	5	21.7
160643	6	4	0.8	0.3
161158	24	8	0.5	1
161440	18	11	11	20
161465	9.6	4.4	3.9	9.7
162146	8	4.5	8.5	14
162668	16	14.8	6.8	7.2
163793	4	16	16	6
164119	6	4	2	0.2
164130	72	28	1	20
164218	12	4	4	4
164267	12.5	12.5	2	6.2
164403	11.7	12.1	2.8	3.2
164851	4	4	2	1.2
164866	24	8	0.5	1
164869	19.3	3	2.8	6.6
165569	20.3	12.3	12.3	10.9
165643	15	8	16	27
168417	21.3	6.5	3.1	13.2
169165	10.2	8.4	8.5	1.5
169186	13	13	17	6
169253	16	16	4	25.1
169413	6	4	0.8	0.4
170043	24	8	0.5	1
170399	10	6	0.7	0.9
170866	5	9.5	5.5	2.3
171232	8.5	4	3.4	2.4
171441	21	12	1	10
171693	2.8	3.7	1.6	0.4
172400	4	3	4	0.5
172650	14	14	5	16.6
172673	14	14	5	17.7
173177	8.5	4	2.5	4.2
173708	12	4	1	0.1
174656	6.6	7	1.7	1.1
174864	6	4	1	0.7
175182	15	15	6	18
175320	24	8	0.5	1
121736	55.1	12.6	15.7	65.9
121955	12	7	3	0.1
122165	14	14	2.5	11.2
122835	8.5	4	2.5	3.5
122868	32	10	7	2
123000	8.5	4	3.4	3.2
123025	12	10	4	9
123432	24	8	0.5	1.5
123561	13	4	2	0.8
124480	6	5	4	3
124891	24	8	0.5	1
125421	10	6	2	0.4
125557	2.3	2.3	3.8	0.4
125920	1.3	3.8	5.5	0.2
128775	18.3	14.5	8.5	6
128932	8	5	8.5	7
130144	3	3	3	1
130262	12	6.5	1.9	3
131343	2.3	2.3	3.8	0.2
131345	10	6	1	0.8
131367	1.3	3.8	5.5	0.2
131493	29	16	16	15
131928	12	4.8	2.5	1
131999	14.5	13.5	4	3
132214	6	4	0.8	0.5
132324	4.5	2	2	0.5
132401	6	4	0.6	0.2
132675	8.5	4	3.4	2.5
132911	11	4	3	2
134456	24	20	10	31
134712	11	30.7	0.8	2.2
135298	10	6	1	0.3
135351	40	7	4	11
135359	1	1	1	0.1
137209	24.4	12.2	11.6	6
137642	24	8	0.5	1
138246	11.1	1.9	17.8	1.2
138302	12	7	3	0.1
138417	14.5	6	6	1.4
138570	2.8	5.5	7.9	0.6
138874	28.3	19.3	7.9	29.8
139078	55	9	49	56
139243	9	7	3	2.6
139422	9.8	24.8	14.6	53.6
139425	5	3	1	1
139528	6	10	4	1.4
139609	17	17	11	42
140178	14	6	6	3
140248	21	10	3.5	2
140938	8	6	1.5	2
142418	5.3	5.3	5.3	1.3
142519	24	8	0.5	1
216085	10	6	0.5	0.7
219537	8	6	1.5	1
220042	35.5	13.3	10.6	7.1
220637	31.5	7	23	17.5
221069	0.8	0.5	0.3	3.2
221702	8.4	9.8	1.1	0.4
221761	14	14	5	28.4
222114	3	3	3	1
222246	4	3	4	0.8
222993	14	10	2	2
223053	9	4	14	1
223401	4.3	3	1.5	0.5
223636	14	14	2.5	10.4
223893	19.3	3	2.8	6.6
224207	14	14	5	15.7
224536	21	12	1	0.1
224747	26	14	2	1
224866	5	22	27	17
225376	50	9	6	7
225399	13	13	17	7
225656	5	3.5	9.6	1.1
226074	5	3.5	9.6	2.7
226705	6	3	2	0.1
226870	10	6	6	0.6
227382	13	13	13	40
227548	12.5	12.5	2	3.3
227562	73	5	5	10
227750	7	6	4	2.8
228008	3.8	3.5	3	1.3
228303	10	6	2	0.6
231281	8.5	4	2.5	2.9
231856	5	1	1	0.1
231892	1	1	1	0.1
231895	6	4	0.3	0.1
232642	5	5	5	1.5
232769	8.8	8.8	4	6.5
232930	15	10	8	1.5
233653	18.3	14.5	8.5	5
346019	8	8	4	5
346440	13.4	8.8	7.9	6.3
346510	13	13	17	10
346916	15	8	1	1
347229	4	3	4	0.7
142893	17	8	1	0.1
143785	12	6.5	1.9	3
144724	30.6	6.4	25.1	15
145211	24	8	0.5	1
145323	7	5	1.3	0.2
145592	4	3	4	0.7
146341	8.5	4	3.4	3.9
146424	6.8	2.9	2	0.2
146980	30.5	7	22.8	17.5
148525	17	13	13	12
149012	6	5	3	1.5
149044	6	4	0.1	0.1
149114	7	5	0.6	0.5
149353	13.5	13.5	2	3
149543	14	14	5	21.7
149826	6	4	0.6	0.3
150466	7	5	1	0.6
150642	7	7	7	2
151072	24	8	0.5	1.5
151387	9.6	4.4	3.9	5.1
152314	3	11	8	1.3
153151	4.4	1.6	2.4	0.4
153195	14	14	5	22
153988	14.3	8.5	5.5	7.7
154147	6	4	0.4	0.1
155233	5	3.5	9.6	1.1
121443	6	6	4	1
121513	9	4	2.3	0.8
122087	15	14	3	0.5
122305	8.5	4	3.4	4.8
122382	8	6	1.5	1
122807	5.1	3.5	3.5	1.2
123038	24	8	0.5	1.5
123116	7.7	7.5	7.4	10.7
123254	4	4	4	1
123785	8	2.5	8	1.2
123898	2.8	5.5	7.9	0.6
123906	1.9	2.6	1.3	0.2
124079	10.6	8.3	4.3	6.3
124542	7.9	7.9	3.9	4.8
124562	12	10.6	5.5	4.4
124767	4	3	4	0.5
125567	8.5	4	2.5	3.8
126073	5	3	9	3
126753	13	4	5	5
127280	6	3	2	1
129342	14	3	11	2
129384	2.3	2.3	1	0.1
129755	6	4	0.5	0.1
129976	43	10	32	24
130094	22.5	22.5	13	27.8
130153	26	14	9	9
130303	21	12	1	0.5
130933	8.8	8.8	4	8.3
131088	24	8	0.5	1
131296	16	2	1	0.1
131464	8	6	1.5	2
131476	11	7	4	6
131627	5.9	5.5	2.4	1.1
132087	31	21.5	6	13.5
132292	8.5	8.5	3.6	1.9
132342	7	5	0.6	0.5
132577	6	4	0.6	0.1
132874	7.5	8	10	5.5
132940	4	3	4	0.4
133104	5.4	5.7	3.3	1.3
133135	6.8	5.8	1.8	0.8
133150	24	8	0.5	1
133668	7	4	3	5
133670	56	12	22	65
133814	8.5	4	3.4	2.5
134701	1.3	2.8	4.5	0.1
137032	34	8.5	26	24
137192	14	14	5	13.7
138064	17	17	11	42
138112	12	6	6	1.7
138498	23	9	0.3	1
138599	11.7	12.1	2.8	3.5
138719	6	4	1	0.2
139300	23	9	0.3	1
139396	5	16	17	6
139891	9	11	3	4
140516	22	21	3	5
142409	1.3	3.6	5	0.2
215007	8.5	4	2.5	3.4
215297	5	1	1	0.1
219265	13.2	10.2	5.3	2.9
219501	26	3	2.8	13.2
219882	13.7	11.3	4.6	3.2
220312	24	8	0.5	1.5
220432	11	21	3	1
220933	12	10	8	5
221153	15	15	6	20
221380	5	1	1	0.1
221476	21	12	1	0.1
221663	7.4	3	1.4	0.1
221777	12	12	3	17
221849	5.9	5.5	2.4	0.9
222139	5	5	5	2
222746	0.5	15	15	33.8
222805	15	15	6	16
222889	14	14	2	2
222947	6.5	3.8	2	0.2
223039	28	13	13	51.3
224029	14	14	3	13.5
224178	38	19	10	24
224633	6	4	5	2.8
224961	24	20	10	27
225052	8	8	8	2
225057	12	8	8	2
225087	6	4	0.8	0.4
225800	7.5	45.7	16.9	22.1
227107	10	6	0.8	1.3
227118	8.5	4	3.4	2.4
227859	3.7	2.8	1.6	0.4
228310	10	10	5	3
69466	8.5	4	2.5	1
69500	4.3	3	1.5	0.5
69522	15	15	6	18
70268	6	2	1.5	0.2
70295	15	15	6	25
70703	18	6	6	4
70993	3	5	0.5	0.1
71035	10.1	10.1	1.9	13
71447	14	14	5	20.5
71861	7.4	7.4	10.8	2
72362	10	6	2	0.6
72830	3.5	5	9.6	2
72908	12	6.5	1.9	2.5
73398	2	7	7	1.2
74457	14	14	5	16.5
74590	14	14	2.5	16
74994	6	6	2	1
155372	5	1	1	0.1
155389	10	6	1	0.8
155550	8.5	3.6	8.6	2.5
155967	12.4	12.4	2.5	17.5
156723	8.8	8.8	4	11.1
156855	15	4	4	1
177765	1	3	3	1
179345	5	1	1	0.1
179420	14	14	5	19.6
179895	11	7.5	2.5	10
179994	4	3	4	0.3
180666	31	21	6	15.5
180892	14	14	5	21.3
180910	3.8	3.5	3	5.5
181300	9	7	1	0
181715	9	7	2	2.4
181779	6	4	0.8	0.7
182290	12	12	8	2
182566	22.5	22.5	13	27.8
182818	4.3	4.8	3.3	0.7
182914	63	26	13.8	135.9
183238	10	6	1	0.9
183415	4	3.5	5.4	1.3
184312	0.9	8.1	10.9	0.3
184921	4.3	3	1.5	0.4
184970	28	7	8	12
185354	2.8	3.7	1.6	0.4
185439	7	8	4	2
185674	5.9	7.9	2.4	1.1
185948	13	10.5	10	2.9
187816	5	5	2.5	2
188558	9	6.5	1	0
188847	6	7	9	2
189098	10	6	1	1.4
190441	6	6	2	1
190573	10	5.5	10	11
190861	33	12	15	48
190929	19.3	3	2.8	6.6
193380	2.8	3.7	1.6	0.4
193389	2.3	2.3	3.8	0.9
193500	7	5	0.8	0.8
193524	7	6	4	2.8
193656	56	49	9	35
193885	8.5	9	2.5	4.1
193930	5	13.8	4	1.9
193994	19	5	3	5.8
194273	21	12	1	0.9
194358	15	15	6	28
195461	24	8	0.5	1
196565	14	14	2.5	14.3
196669	6	4	0.5	0.2
255303	24.1	15.5	14.5	11.7
255333	14	14	5	18.3
255483	5.9	5.5	2.4	1.1
255804	2.8	3.7	1.6	0.4
255913	7.3	6.3	3.3	2.4
255931	6	4	0.8	0.4
256672	8.5	4	3.4	2
257244	4	3.5	5.4	1
257498	14	14	5	17.6
257581	6	4	1	0.1
257609	4	3.5	5.4	1.1
257717	24.1	15.5	14.5	9.5
257980	14	14	5	17.7
258147	10	6	0.6	1
258762	8.5	4	2.5	4.8
258806	8.4	3.6	8.5	1.2
258865	17.3	8	0.3	1
260048	6.9	19.3	3.3	5.7
260347	5	5	2.5	2
260356	9	4	2.3	1.4
261143	4.4	1.6	2.4	0.5
261334	33.5	7	18	18
262324	32	9	8	11
262450	20	7	7	9
361498	4.3	4.5	14	0.4
361565	11	4	1	1
149	47.2	7.9	3.9	15.4
160	3.8	3.5	3	0.9
364	6	4	0.8	0.1
563	1.3	3.8	5.5	0.1
850	8	5	8.5	9
912	2.8	2.8	3.3	0.5
1210	24	8	0.5	1
1375	12	8	12.1	4.1
1469	6	4	0.5	0.1
1683	2.8	5.5	7.9	0.7
2671	2.8	3.7	1.6	0.4
2928	10	6	0.8	1
3054	15	15	6	18
3292	47.2	7.9	3.9	13.2
3358	17	17	11	42
3992	17	17	11	42
4268	2.8	5.5	7.9	0.5
4294	6.8	2.9	2	0.4
4568	5	1	1	0.1
4851	12	7	2	4
4954	51	9	20	37
5149	10.4	1.8	11.6	0.8
5311	15	9	9	22
5535	14	9.2	7.3	7
5697	4.9	4.1	0.4	0.1
6380	1	2	3	1
6738	3	3	3	1
6949	6	4	0.6	0.3
7050	15	15	6	25
7095	6	4	0.1	0.2
121634	2.3	2.3	3.8	0.5
121781	22	11	3	3
121965	5.4	15.8	15	13.7
121969	23	11	5	10.4
122346	35.4	7.9	3.9	6.6
123439	24	8	0.5	1
123495	17	17	11	42
123513	5.5	5.5	2.8	0.4
123699	2.8	3.7	1.6	0.4
124763	8.5	4	2.5	2.9
124770	14	7	10	2
124838	15	4	4	1
125416	2	2.2	6.2	0.5
127074	24	8	0.5	1
127158	8	6	1.5	2
128762	12	6.5	1.9	3
128765	2.8	3.7	1.6	0.4
128772	9	6	2	1
129518	5	4.9	4.8	0.9
129660	12	7	2	3
129814	15	15	6	32
130035	11.4	21.3	0.8	2
130174	1	15	15	9.6
130348	8.5	4	2.5	2.4
130795	8.6	7.3	3	1.2
131040	26	14	2	0.5
131676	13.2	8.3	2.4	2
132224	23	12	1	0.1
132615	6	5	3	1.2
132642	2	4.7	16.5	2
132684	6	4	0.5	0.1
132742	2	1	1	0.3
133080	15	15	6	25
133973	7.9	5.9	2.4	3.3
134526	21	2.7	2.7	4
134720	5.9	5.5	2.4	1.5
134977	7	7	2	1.3
135218	24	8	0.5	1
137563	6	4	0.8	0.5
137908	37	7	33	33.5
138330	2	2	2	0.1
138817	24	8	0.5	1
139409	47.1	21.5	4.9	60
139633	12	7	2	2.5
139642	6.5	27.2	3.1	17.6
139721	15	15	6	18
139867	26	14	9	7
139902	12	6.5	1.9	3
140233	9	9	7	2.7
140450	14	14	5	15.6
140562	3	26	2.8	13.2
140612	24	8	0.5	1.5
140676	8.8	8.8	4	5.1
214822	3.5	5	9.6	2.8
215072	24	8	0.5	1.3
215153	8.8	8.8	4	4.5
215279	3.8	2.1	0.9	0.1
215603	2.8	3.7	1.6	0.4
216000	12	10	8	5
216126	2.8	3.7	1.6	0.4
219149	13	13	2.3	18.6
219640	17	12	6	1.1
219723	15	15	6	12
220861	24	8	0.5	1
221283	21	12	1	0.3
221607	9.8	8.9	3	3.1
221716	14	14	5	18.6
221980	6	26	14	31
222230	12	6.5	1.9	3
224612	7	22	35	20
224671	5	1	1	0.1
224772	6	5	3	1.5
224870	36	4	4	0.5
224960	8.5	4	2.5	1.8
224996	23.1	14.6	6.9	12.3
225006	6	4	1	0.7
225395	6	4	0.9	0.1
225434	50	16	10	16
225924	5	1	1	0.1
226063	24	8	0.5	1.5
227224	8.6	7.3	3	1
227756	33.8	16	6	19
228070	10.4	1.8	11.6	0.9
228510	17	17	11	42
228546	7.6	10.5	2.4	2.3
228606	3.5	4	5.4	0.5
230013	4	4	1	0.5
230254	14	3	11	2
230349	17	17	11	42
142647	6.5	3.8	2	0.3
142685	5	5	1	0.1
142847	3.8	3.5	3	1.1
143048	2.8	3.7	1.6	0.4
143214	15	8	1	1
143383	24	8	0.5	1
143393	4	3	4	0.3
143442	9	5	4	5
143676	14	14	3	12.3
144271	14	14	3	14.8
144534	7.7	1.8	13.6	1
145336	2.5	6	2	1
145862	8.5	4	3.4	4.1
146340	6	4	0.6	0.1
146696	2.8	3.7	1.6	0.4
146994	4	3	4	0.3
147114	6	4	0.6	0.4
147319	4	3	4	0.6
33334	31	21	6	13.5
33361	12	6	4	3
33818	6	5	3	1.5
34054	12.5	12.5	2	4.8
35770	6	4	0.6	0.2
35834	7	5.9	2.6	0.9
36135	10	6	2	0.7
36274	6	4	1	0.7
36768	4.9	4.1	0.6	0.1
36832	6	4	1	0.7
36919	5	23	29	16
37034	18	8	2	1
37231	34.5	5.7	25.7	16.9
37253	8.8	8.8	4	5.6
38588	8	5	8.5	6
38895	8	6	3	12.8
38985	12	6	6	1
39001	6.3	4	2	0.8
39463	14	7	8	3
41537	3.5	5	9.6	3
41565	6	5	3	1.3
41770	18.3	14.5	8.5	4
41880	7	7	7	2
42452	5.8	2.8	1.4	0.7
42950	14	14	2.5	16.3
43692	19.3	3	2.8	2.2
43797	26	14	9	10
43897	8.5	4	2.5	3.2
44015	14	14	3	11.5
44094	1	3	3	1
44925	21.3	6.5	3.1	11
45186	6	20	30	18
45356	7.1	5.1	8.3	2
45661	12	12	2	14.5
45676	7.1	9.5	4.8	1.7
45707	46.5	14.2	10.6	19.2
45845	26	14	2	2.4
46301	1	0.9	0.9	0.1
46469	9	23	18	32
46551	4	3	4	0.3
46600	12.5	12.5	2	5.9
46659	7.1	5.1	8.3	2
46839	10	6	2	0.5
46893	8.5	4	2.5	2.1
47516	12	12	12	28
47600	6.7	20.9	4.8	2.5
47804	6	6	2	1
48473	6	4	0.8	0.7
49448	24	8	0.5	1
49550	11.4	21.3	0.8	1.5
49630	10	6	0.6	1.1
197052	8.5	4	2.5	2.1
197069	24	8	0.5	1
197132	6	4	1	0.4
197619	8.5	4	2.5	2.4
197909	4	3.5	5.4	0.4
198056	15	15	6	20
198159	4	4	4	2
198993	7.5	10.1	5.8	3.1
199504	2.8	3.7	1.6	0.7
199845	9.1	9.1	9.3	3.5
200019	11	8	3	2.6
200424	4	3	4	0.9
200466	18.3	14.5	8.5	6
200566	24	8	0.5	1
200671	11	30.7	0.8	2
201042	14	14	3	9.5
201057	12	7	2	2.5
201909	8.5	9	2.5	5.1
201927	47.2	7.9	3.9	8.8
202088	22	10	5.5	4.5
202356	11.7	12.1	2.8	3.2
202577	6	1.5	8	3
202613	4.6	4.6	7.3	0.6
202627	9	4	2.3	0.6
203902	42.5	21.5	4.8	60
203977	25.6	15.8	7.4	36.1
204594	8.5	4	3.4	3.2
204845	11	11	2	16.5
204903	8	32	21	35
205236	6	4	0.8	0.6
206756	5	3.5	9.6	4.8
207086	8.5	4	3.4	2.4
207196	3	26	2.8	13.2
207287	8.5	4	2.5	2.2
207875	2.8	3.7	1.6	0.4
208237	8.5	4	2.5	5.9
208869	4	3	4	1
209417	4	4	1	0.5
210819	63	26	13.8	135.9
210953	12	8	5	2.4
211322	10	9	5	1.4
211596	10	6	0.8	0.9
211701	5	5	1	0.1
212239	14	3	11	2
212677	8.5	9	2.5	3.3
121596	1.5	1	0.8	0.3
121779	47.2	7.9	3.9	15.4
121789	21	10	3	2
121936	6	4	0.6	0.2
122123	4	3	4	0.4
123251	54	8	5	7
123316	74	17	17	40
124116	2.8	3.7	1.6	0.4
124543	21	12	1	10
124718	8.5	4	2.5	2.8
124841	17	7.5	2.5	2
75192	2.8	3.7	1.6	0.4
75285	2.8	3.7	1.6	0.4
75489	30.6	5.7	25.7	16.3
75578	8.5	4	2.5	3
75743	7.1	7.9	3.9	2.7
75798	4	4	4	2
75928	7.7	1.8	13.6	1.8
76137	52	10	4	20
78097	15	15	6	35
78226	5.6	4.6	9.3	0.8
78253	44	24	19	22.7
78552	4.4	2.8	10.6	2.4
78611	22	12	9	16
78881	30	20	5	11
78951	24	4	4	1
79568	22.3	14.4	6.3	30.3
79685	9	7	3	2.6
79897	12	5	1	1
80780	6.3	4	2	1.6
80878	3	6	8	3
81655	6	4	3	1.4
81677	21.3	6.5	3.1	11
82326	4.3	3	1.5	0.5
83055	8.3	7	6.5	4.9
83108	6	6	6	1
83403	3	3	3	1
83472	27	7	7	19.5
83512	9	6.5	1	0
83813	11	7.5	2.5	4.4
84397	2.8	5.5	7.9	0.5
157617	5	5	1	0.1
158183	20.3	12.3	12.3	10.1
158569	6	4	0.6	0.3
159120	10	6	0.6	0.6
159464	8	6	1.5	2
160411	47.1	21.5	4.9	30
161363	6	4	1	0.5
161426	5	1	1	0.1
161585	15	15	6	20
161854	8.5	4	2.5	3.2
162374	4.3	4.3	4	0.5
162525	2.8	3.7	1.6	0.4
163136	16.9	2.2	2.2	3.9
163372	4	3	2	0.4
163455	8.5	4	3.4	4.3
163715	8.4	9.8	1.1	0.4
164139	11.8	10.3	4	4
164460	14	14	5	22.9
164501	4	3.5	5.4	1.8
165033	3	3	2	1
165072	6.3	4	2	7.8
165560	5	3.5	9.6	2.8
168624	15	15	6	20
169023	4	3.5	5.4	0.1
169024	46	15.5	6.5	18
169155	7	5	1	1.1
169387	17	13	13	5
169562	12	7	2	3
169718	22.3	14.4	6.3	28.8
169816	18	9	9	7
169983	8.5	4	3.4	4.5
170123	18	6	2	2
170758	13	4	2	0.4
171311	17	17	11	42
171463	4	3	4	0.2
171628	5.5	4.7	3.5	1.1
172022	2	2	2	0.5
172331	2.8	3.7	1.6	0.7
172488	15	15	6	18
172605	15	11.5	4.5	19.5
173070	8.5	4	2.5	5.8
173188	4	3	4	2.1
173604	53	21	11	42
174026	3.5	4	5.4	1.2
174399	13	13	17	14
174643	10	6	2	0.5
174698	26	14	9	7
175024	5	1	1	0.1
175038	4	4	2	1.2
175199	31.5	8	23.5	16.5
175302	2.3	2.3	3.8	0.3
175374	26	14	8	18
33543	4.3	4	2.3	0.3
33636	4.3	3	1.5	0.7
33740	6	4	0.8	0.7
33888	7	5	0.6	0.5
35635	9	11	3	4
35758	15	15	6	16
36399	21.3	6.5	3.1	13.2
36442	4	3.5	5.4	1.3
36727	12	7	2	3.5
37289	5	3	9	3
37301	56	18	11	25
37513	5	1	1	0.1
37819	24	8	0.5	1
38197	5.5	5.5	2.8	0.7
38399	6	9	47	15.4
38474	61	5.9	20.9	45.3
39479	1	0.9	0.9	0.1
41514	22.2	14.5	14.9	8.6
41583	3.5	3.9	2.2	0.2
41675	6	4	6	0.2
41848	4.3	4.9	2.3	0.4
42204	8.5	8.5	3.6	2.2
42210	2.8	3.7	1.6	0.4
42307	10	7	2.3	0.8
42460	6	4	0.5	0.1
7365	15	15	6	16
7371	8.5	4	3.4	4.5
8380	8.8	8.8	4	9
8475	60	9	26	46
8777	85	10	10	10
9006	2	2	2	0.3
9658	2	2	6	1
10035	49	9	3	8
10255	6	4	0.5	0.2
10486	14	14	5	18.4
10967	6	4	0.5	0.2
11233	4	3	4	0.5
11547	9.6	4.4	3.9	9.3
11621	4.7	5.5	3.5	1.5
12275	6	4	1	0.7
12302	5.3	5.3	5.3	0.6
12407	8	5	8.5	8
12430	15	15	6	28
12435	5	3	1	0.7
12768	32	7	27	20
13224	14.2	7.1	2.4	5.2
13621	5.9	5.5	2.4	1.2
13671	48.5	6.3	6.4	5.5
16480	14.2	14.3	3.3	2.3
16644	5	3.5	9.6	1.4
16742	8.5	4	3.4	4.2
16936	24	8	0.5	1
17573	3.9	6.3	10.2	2.5
17879	25.6	15.8	7.4	35.5
17984	21	10	3	2
18481	12	4	1	0.1
19329	3.9	1.6	1.6	0.2
19459	2.8	3.7	1.6	0.4
19772	1.5	3.4	10.2	0.2
19942	3	3	1	0.1
20219	6	5	3	1.5
20599	11.1	2.3	15.1	2.2
20710	7.7	1.8	9.7	0.7
21502	5.9	5.5	2.4	0.7
21547	47.2	7.9	3.9	15.4
21860	15	15	6	10
21982	14.5	6	1	0.4
21998	12	7	2	4
22503	6	4	0.6	0.3
22677	5.5	4.7	3.5	1.1
22975	5	3.5	9.6	3
23014	6	4	0.1	0.1
23239	7	23	13	30
23243	4.1	10	9.3	4.1
23325	47.1	21.5	4.9	30
23737	24	8	0.5	1
24094	2	8	14	2
24181	14.3	8.5	5.5	7.7
24557	25.6	15.8	7.4	24.2
24976	6	4	1	0.1
25235	8.8	8.8	4	14.5
25273	5	1	1	0.1
25294	12	6.5	1.9	4
27525	8.8	8.8	4	6.8
27597	54	8	5	7
27662	61	12	13	25
27962	8	5	8.5	7
28064	24	8	0.5	1
28995	2.3	2.3	3.8	0.4
29253	4.3	4.9	2.3	0.2
29504	15	15	6	20
29653	8.8	8.8	4	5.6
29889	6.3	4	2	1.8
29897	4.5	3.5	1	1
103991	12.2	4.3	4.5	2.3
105208	8.5	4	3.4	2
105391	8.5	4	3.4	5.4
105959	8.5	4	3.4	3.8
106169	12	6.5	1.9	3
106233	19.3	3	2.8	6.6
107072	7.5	4.8	0.8	1.2
107334	8.5	4	3.4	1.8
108038	2.3	2.3	3.8	0.1
108082	12.5	12.5	2	4.1
108100	10.5	10.5	2	8.5
108897	22.3	14.4	6.3	44.8
108944	27	11.5	0.3	1
109026	26	14	2	1.4
109171	8	24	15	18
109446	2.3	2.3	3.8	1.5
109563	2.8	3.7	1.6	0.4
109819	8	6	1.5	2
109866	5	1	1	0.1
110298	6	4	0.1	0.1
110719	25.6	15.8	7.4	24.4
110814	7	5	0.6	0.4
110980	2.8	3.7	1.6	0.4
111055	10	6	0.8	1.1
111097	7.4	3	1.4	0.1
113014	4.5	3.4	3.2	0.8
113022	24	8	0.5	1.5
113470	14	14	5	23.2
113500	4	3.5	5.4	2.3
113502	8.5	4	2.5	2.3
